imported_asset_id,imported_path,imported_classification,canonical_destination,promoted,repair_applied,repair_description,scientific_logic_changed,validation_command,validation_result,checksum_before,checksum_after,evidence_role,limitations,notes
A0087,code/utilities/src/benchmark_policies.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/benchmark_policies.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,8f92c2e63abcd21ad2f9bd14511c0c728ccdef6e2a4250ea928aa0ed40ec1eeb,8f92c2e63abcd21ad2f9bd14511c0c728ccdef6e2a4250ea928aa0ed40ec1eeb,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0088,code/utilities/src/copula_models.py,VERIFIED_REPRODUCIBLE,simulation/src/crop_simulation/copula_models.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,b8922168cca52f5bff1252610c83fdca26282fe2c3190d482084b5670849d1c1,b8922168cca52f5bff1252610c83fdca26282fe2c3190d482084b5670849d1c1,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0089,code/utilities/src/cvar_optimizer.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/cvar_optimizer.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,8edf4bc8486dcef788bf5748f4cf555292f882a8ca36d395762e1dca6ef1ceb8,8edf4bc8486dcef788bf5748f4cf555292f882a8ca36d395762e1dca6ef1ceb8,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0090,code/utilities/src/empirical_data.py,VERIFIED_REPRODUCIBLE,empirical/src/crop_empirical/empirical_data.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,8d6945cc42b003a68b549b13927da46629193ba884a46fdf3202a6a6e29a6d05,8d6945cc42b003a68b549b13927da46629193ba884a46fdf3202a6a6e29a6d05,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0091,code/utilities/src/empirical_dependence.py,VERIFIED_REPRODUCIBLE,empirical/src/crop_empirical/empirical_dependence.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,65abb92372f4e5df7e6de0e8536724f1de23a5373ff088de5a32c63f78c2261b,65abb92372f4e5df7e6de0e8536724f1de23a5373ff088de5a32c63f78c2261b,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0092,code/utilities/src/empirical_scenarios.py,VERIFIED_REPRODUCIBLE,empirical/src/crop_empirical/empirical_scenarios.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,04d6e83ff4d2e5ca63292df82ecddf8dd9d6aefe784a7c88d9cba8206ab02c22,64e05eb0b500cfaba8b9c74969476afafec609650dae634b3d2b32f1f31ba1e2,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0093,code/utilities/src/empirical_validation.py,VERIFIED_REPRODUCIBLE,empirical/src/crop_empirical/empirical_validation.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,1e1ebda349b41b4b97214bfb37cad3bd65da23b1713f873f614190ea14a25b05,d8714f107770f95ff51db45305b0f5d3c00250b63b692f988268afb4f7fc588f,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0094,code/utilities/src/evaluation.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/evaluation.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,6b605d40a2eba11ac68563a49434fe700c9f461524efe0fdacd3ee094983679b,6b605d40a2eba11ac68563a49434fe700c9f461524efe0fdacd3ee094983679b,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0095,code/utilities/src/information_flexibility.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/information_flexibility.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,243080c97b15dfeaae0634dd8e70acb59cb846af199dc1a56f1afe68c5aa223f,0745e2717d8cec45c51301b9963354b70ccf4c03cb22af07d7a40084ca4e7919,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0096,code/utilities/src/numerical_tolerances.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/numerical_tolerances.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,be0a672d74dd3fe155378f7360f6aed1dee1ed5cf0bd737413b6b76d98d24480,518e66bd38eec3dfc23adb1c404627a379128adf8bd70f9d3448aaf3ba1cfd84,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0097,code/utilities/src/optimal_set_audit.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/optimal_set_audit.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,8198ed92282bf8cd8720154b21bb414ec94c30b3e10a5e70079a74da9c64d90a,8198ed92282bf8cd8720154b21bb414ec94c30b3e10a5e70079a74da9c64d90a,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0098,code/utilities/src/plotting.py,VERIFIED_REPRODUCIBLE,visualization/src/crop_visualization/plotting.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,800d75aae3ccde459a0fcdff2fc4a54ba1fe5f8de5f3196d4fb5f8e2adfc44ff,800d75aae3ccde459a0fcdff2fc4a54ba1fe5f8de5f3196d4fb5f8e2adfc44ff,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0099,code/utilities/src/publication_tables.py,VERIFIED_REPRODUCIBLE,visualization/src/crop_visualization/publication_tables.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,7684e8596b746cf71dec5bdcf84e15f78dc66d4a6fc72ddf718104bbd142bf40,7684e8596b746cf71dec5bdcf84e15f78dc66d4a6fc72ddf718104bbd142bf40,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0100,code/utilities/src/robustness.py,VERIFIED_REPRODUCIBLE,optimization/src/crop_optimization/robustness.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,d149ee3d28b1ad144a9cab56436f7747b3e53512db0ec6b960a9b2dd4d9f2c53,c3a3a3b9b71ec94a14084e4be0f92802412b462f6785ab6da82986bdf48b22ee,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0101,code/utilities/src/scenario_generation.py,VERIFIED_REPRODUCIBLE,simulation/src/crop_simulation/scenario_generation.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,c37d9709f37d046a627da8544283d69d80c1084b436f642bfef3906403c29216,c37d9709f37d046a627da8544283d69d80c1084b436f642bfef3906403c29216,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0102,code/utilities/src/stress_calibration.py,VERIFIED_REPRODUCIBLE,simulation/src/crop_simulation/stress_calibration.py,YES,YES,Package imports or project-relative config path normalized,NO,pytest -q; python audits/validate_canonical_data.py,PASS,388ca93de73d22d5f013c0b43983dd98171bb2e7f6fb49bc205eac879abe6002,2064fcfb9513d94675a8b139dd31ce81fd5e2a7b7ef1bcf43feeb8077e9eef17,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0103,code/utilities/src/suitability.py,VERIFIED_REPRODUCIBLE,empirical/src/crop_empirical/suitability.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,c135cad3ddfcb28f79d7012214ba06a4a0fee1a4a3222ab238c7548829386f11,c135cad3ddfcb28f79d7012214ba06a4a0fee1a4a3222ab238c7548829386f11,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0105,code/utilities/src/table_export.py,VERIFIED_REPRODUCIBLE,visualization/src/crop_visualization/table_export.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,2167e0032b1e9517606be3cab00035fa372eeefd73204df6e54d9198bd028e0e,2167e0032b1e9517606be3cab00035fa372eeefd73204df6e54d9198bd028e0e,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0107,code/utilities/src/visualization_style.py,VERIFIED_REPRODUCIBLE,visualization/src/crop_visualization/visualization_style.py,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,c1d683a97c5b20fc8280c79d5a5763b1e8ca5d367b437081ad01cabfc414451b,c1d683a97c5b20fc8280c79d5a5763b1e8ca5d367b437081ad01cabfc414451b,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0108,configs/base_config.yaml,VERIFIED_REPRODUCIBLE,simulation/configs/base_config.yaml,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,729a9875be6867f7d7a4f2ba12afc956dbdf4bc9a4ea281e53055d22f76e7534,729a9875be6867f7d7a4f2ba12afc956dbdf4bc9a4ea281e53055d22f76e7534,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0109,configs/empirical_data_sources.yaml,VERIFIED_REPRODUCIBLE,empirical/configs/empirical_data_sources.yaml,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,5f9c0680e066a841f78ca1d05e8d1837243b77f4ae508d8ca6553ae3ff4f9693,5f9c0680e066a841f78ca1d05e8d1837243b77f4ae508d8ca6553ae3ff4f9693,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0111,configs/empirical_primary_spec.yaml,VERIFIED_REPRODUCIBLE,empirical/configs/empirical_primary_spec.yaml,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,1c1c29375caed97480e7eee148c9ff10ac5842cf22f1a90dba6e347bd9ca88c9,1c1c29375caed97480e7eee148c9ff10ac5842cf22f1a90dba6e347bd9ca88c9,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0112,configs/figure_style.yaml,VERIFIED_REPRODUCIBLE,visualization/configs/figure_style.yaml,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,2c2ce55b82599eed922753400a6ce4df51fca22a49002af2323ab9b95aa4646c,2c2ce55b82599eed922753400a6ce4df51fca22a49002af2323ab9b95aa4646c,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0113,configs/numerical_tolerances.yaml,VERIFIED_REPRODUCIBLE,optimization/configs/numerical_tolerances.yaml,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,4b927fe78b9d1e7774669b066289d898b41f0710d74cccabffe7cb4f8d606c87,4b927fe78b9d1e7774669b066289d898b41f0710d74cccabffe7cb4f8d606c87,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0115,data/processed/county_year_crop_panel.csv,VERIFIED_REPRODUCIBLE,empirical/data/processed/county_year_crop_panel.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,a43ecf5848f6eb1effedc204c7404fb51f574a1fa23a10ea1f017aa534c22262,a43ecf5848f6eb1effedc204c7404fb51f574a1fa23a10ea1f017aa534c22262,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0116,data/processed/county_year_crop_panel.parquet,VERIFIED_REPRODUCIBLE,empirical/data/processed/county_year_crop_panel.parquet,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,5d39b7cefcae9912df2a9ee4e434ac9cf197420973ec61dd8457683ecc8e888f,5d39b7cefcae9912df2a9ee4e434ac9cf197420973ec61dd8457683ecc8e888f,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0117,data/processed/empirical_suitability_scores.csv,VERIFIED_REPRODUCIBLE,empirical/data/processed/empirical_suitability_scores.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,459f9c60c7bdf17514f5ab29d81d55ecfc600c9becb00a2d171d3e7bd274fea4,459f9c60c7bdf17514f5ab29d81d55ecfc600c9becb00a2d171d3e7bd274fea4,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0120,data/raw/acreage/nass_acreage_harvested_corn_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_corn_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,02322506547870e6bc3a58d03019735ec91d8fd7363ea12729587dce19a9364c,02322506547870e6bc3a58d03019735ec91d8fd7363ea12729587dce19a9364c,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0121,data/raw/acreage/nass_acreage_harvested_corn_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_corn_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,df2dc9b4b0e7a54eddcae383a9b3f9d5ba33add671a59a4cf92b6cec01d9002d,df2dc9b4b0e7a54eddcae383a9b3f9d5ba33add671a59a4cf92b6cec01d9002d,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0124,data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,e33e8092f5f2d4a070fdb5274c94902fca197936846c5cd784aafbf7741f9963,e33e8092f5f2d4a070fdb5274c94902fca197936846c5cd784aafbf7741f9963,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0125,data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,f5bf94ef5e22d3d60ea60ffed8e2a224fee7e7585cafd490388b33a5a69853e6,f5bf94ef5e22d3d60ea60ffed8e2a224fee7e7585cafd490388b33a5a69853e6,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0126,data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,4cbb7ffb91158066afc2d2fbda2662d67a3d0f057bcd8771b8c805722b09117a,4cbb7ffb91158066afc2d2fbda2662d67a3d0f057bcd8771b8c805722b09117a,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0127,data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,7607c443447959aaf60e7483900eb2e526d6fbf620e04e9cb7db5366c12c5e22,7607c443447959aaf60e7483900eb2e526d6fbf620e04e9cb7db5366c12c5e22,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0130,data/raw/acreage/nass_acreage_planted_corn_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_corn_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,5dbedf840b898fd5148bd09315cd217c40b4a0a4453a6d3c2bfa241a47d72700,5dbedf840b898fd5148bd09315cd217c40b4a0a4453a6d3c2bfa241a47d72700,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0131,data/raw/acreage/nass_acreage_planted_corn_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_corn_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,da13d141d7f1c7d26828376d85da9e8b96572a240cafccda719b6dac42b14f2c,da13d141d7f1c7d26828376d85da9e8b96572a240cafccda719b6dac42b14f2c,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0134,data/raw/acreage/nass_acreage_planted_soybean_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_soybean_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,668275bc5eb9354900f7e9c453d1c66ff82b8223a378ef713ee5614800052fe9,668275bc5eb9354900f7e9c453d1c66ff82b8223a378ef713ee5614800052fe9,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0135,data/raw/acreage/nass_acreage_planted_soybean_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_soybean_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,de567aaa09cf53065b16419de54e5a0181f5701bedc8b96f139ededcb2e831fc,de567aaa09cf53065b16419de54e5a0181f5701bedc8b96f139ededcb2e831fc,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0136,data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,9ef4d00f674f06161e42db6f182c00306041a523ddbfefa38ed589a2e41580ba,9ef4d00f674f06161e42db6f182c00306041a523ddbfefa38ed589a2e41580ba,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0137,data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,be9611323b46229b19383a970ed7d1b61f1c31dcc725c5d8a96e6ebd6e39e67b,be9611323b46229b19383a970ed7d1b61f1c31dcc725c5d8a96e6ebd6e39e67b,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0140,data/raw/cost/ers_costs_corn.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_corn.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,107a04eb8efd4d538766429c206cb1851dc9bea2d97cc090552dc5048c21aee3,107a04eb8efd4d538766429c206cb1851dc9bea2d97cc090552dc5048c21aee3,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0141,data/raw/cost/ers_costs_corn.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_corn.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,323b94e305859b6f05aab22ef4e3f37ef987db3dac7f33198cc48cc6e215d047,323b94e305859b6f05aab22ef4e3f37ef987db3dac7f33198cc48cc6e215d047,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0144,data/raw/cost/ers_costs_soybean.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_soybean.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,914feeb12e79cdec12cd546a50c30917047b5a143bca716401f80156dff82269,914feeb12e79cdec12cd546a50c30917047b5a143bca716401f80156dff82269,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0145,data/raw/cost/ers_costs_soybean.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_soybean.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,4c20cea9963556c9623a19bc0b7fa0bf52681ae44e1f1102276ad06d3f1f15e8,4c20cea9963556c9623a19bc0b7fa0bf52681ae44e1f1102276ad06d3f1f15e8,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0146,data/raw/cost/ers_costs_winter_wheat.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_winter_wheat.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,8ead5dd384ec57b7c7729d4db7344864664690a1bfcc83ae5be9afd2cf82895f,8ead5dd384ec57b7c7729d4db7344864664690a1bfcc83ae5be9afd2cf82895f,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0147,data/raw/cost/ers_costs_winter_wheat.metadata.json,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/cost/ers_costs_winter_wheat.metadata.json,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,1be19c566ed4bffcb856105e6eb915cc95647fb8782d3bbbf32b64df05f66bc7,1be19c566ed4bffcb856105e6eb915cc95647fb8782d3bbbf32b64df05f66bc7,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
A0148,data/raw/deflator/bea_gdpdef_annual_2008_2023.csv,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,empirical/data/raw/deflator/bea_gdpdef_annual_2008_2023.csv,YES,NO,Byte-identical promotion,NO,pytest -q; python audits/validate_canonical_data.py,PASS,d2f8aee869030b230e46126028120299c07744567a7f89f4bf4fb41d07f2f54a,d2f8aee869030b230e46126028120299c07744567a7f89f4bf4fb41d07f2f54a,component_or_source_provenance,Component promotion does not verify historical results,Historical outputs and manuscript claims excluded
